respondent_id,constituency,age,gender,education,occupation,income_bracket,urban_rural,port_development,infrastructure,welfare_programs,corruption_concern,education_quality,leader_image,national_issues,law_and_order,environment_concern,transport_public,housing_affordability,women_safety,small_business_support,past_vote,vote_intention
366,Visakhapatnam (Vizag),19,Female,Secondary,Private Job,Low,Rural,4,4,3,3,4,4,3,3,3,3,3,3,4,TDP,TDP
367,Visakhapatnam (Vizag),18,Female,Graduate,Self-Employed,Middle,Urban,4,4,4,2,3,4,3,4,3,4,3,4,4,YSRCP,YSRCP
368,Visakhapatnam (Vizag),65,Female,Graduate,Private Job,Low,Urban,5,3,5,3,3,3,2,2,3,5,4,3,4,YSRCP,YSRCP
369,Visakhapatnam (Vizag),79,Female,Graduate,Fisherman,Low,Urban,5,4,5,3,3,5,3,3,3,4,3,5,4,JanaSena,JanaSena
370,Visakhapatnam (Vizag),29,Female,Postgraduate,Self-Employed,Low,Urban,4,3,4,3,3,4,3,4,3,3,4,3,4,JanaSena,JanaSena
371,Visakhapatnam (Vizag),22,Female,Secondary,Fisherman,Low,Rural,4,4,3,2,5,5,3,4,3,4,3,4,3,BJP,YSRCP
372,Visakhapatnam (Vizag),54,Female,Secondary,Student,Low,Coastal,4,4,4,4,4,4,3,4,3,5,5,5,4,YSRCP,TDP
373,Visakhapatnam (Vizag),49,Female,Postgraduate,Student,Low,Rural,3,5,4,4,4,4,4,4,2,3,2,4,3,BJP,BJP
374,Visakhapatnam (Vizag),76,Female,Graduate,Private Job,Middle,Urban,3,5,4,4,4,5,3,3,3,5,4,4,4,TDP,TDP
375,Visakhapatnam (Vizag),72,Female,Secondary,Self-Employed,Low,Urban,4,5,4,2,4,4,2,2,3,3,3,4,3,YSRCP,BJP
376,Visakhapatnam (Vizag),26,Male,Graduate,Private Job,Low,Urban,4,4,4,3,4,5,4,3,4,4,4,4,4,YSRCP,YSRCP
377,Visakhapatnam (Vizag),58,Male,Graduate,Private Job,Middle,Rural,4,3,4,2,4,4,3,4,3,4,3,4,4,TDP,YSRCP
378,Visakhapatnam (Vizag),52,Male,Graduate,Fisherman,Middle,Urban,5,4,4,4,4,4,5,3,2,4,4,4,3,BJP,BJP
379,Visakhapatnam (Vizag),36,Male,Graduate,Private Job,Low,Rural,3,4,4,4,4,4,3,3,3,5,4,2,3,TDP,TDP
380,Visakhapatnam (Vizag),65,Female,Secondary,Self-Employed,High,Urban,5,5,3,4,4,4,3,3,4,4,4,4,3,YSRCP,TDP
381,Visakhapatnam (Vizag),33,Female,Secondary,Private Job,Low,Coastal,3,4,4,2,4,5,4,3,3,3,4,4,4,JanaSena,JanaSena
382,Visakhapatnam (Vizag),20,Female,Secondary,Private Job,Low,Urban,3,4,3,4,4,3,4,3,3,4,4,5,4,TDP,TDP
383,Visakhapatnam (Vizag),37,Male,Graduate,Private Job,Middle,Urban,3,3,3,4,4,4,4,3,3,4,3,4,4,JanaSena,JanaSena
384,Visakhapatnam (Vizag),41,Female,Graduate,Government Employee,Middle,Coastal,4,4,4,4,4,4,3,3,4,4,4,4,4,TDP,TDP
385,Visakhapatnam (Vizag),71,Female,Graduate,Fisherman,Low,Urban,4,4,4,3,4,3,3,3,3,4,3,4,3,YSRCP,YSRCP
386,Visakhapatnam (Vizag),73,Female,Primary,Private Job,Low,Urban,4,4,4,3,4,4,4,3,3,4,3,4,2,JanaSena,JanaSena
387,Visakhapatnam (Vizag),50,Female,Graduate,Student,Middle,Rural,5,5,3,4,4,4,3,3,3,4,3,3,4,TDP,TDP
388,Visakhapatnam (Vizag),41,Female,Graduate,Private Job,Low,Rural,4,4,4,2,4,5,3,3,4,4,4,4,4,YSRCP,TDP
389,Visakhapatnam (Vizag),69,Male,Graduate,Private Job,High,Rural,4,3,4,3,4,4,3,2,4,4,3,3,3,YSRCP,BJP
390,Visakhapatnam (Vizag),28,Female,Graduate,Fisherman,Low,Urban,3,3,4,2,3,5,2,4,3,4,3,4,4,YSRCP,YSRCP
391,Visakhapatnam (Vizag),66,Male,Graduate,Private Job,Middle,Urban,4,4,3,4,4,4,2,3,4,4,3,3,4,YSRCP,TDP
392,Visakhapatnam (Vizag),25,Male,Secondary,Self-Employed,Middle,Urban,4,4,3,4,3,3,4,3,3,3,3,4,4,JanaSena,JanaSena
393,Visakhapatnam (Vizag),53,Female,Secondary,Fisherman,Middle,Urban,4,4,4,3,3,4,4,3,2,4,4,4,3,None,JanaSena
394,Visakhapatnam (Vizag),55,Male,Primary,Fisherman,Middle,Coastal,3,4,3,3,4,5,3,3,4,3,4,4,2,JanaSena,JanaSena
395,Visakhapatnam (Vizag),57,Female,Secondary,Private Job,Middle,Rural,3,4,5,3,4,5,2,3,3,4,4,4,4,YSRCP,YSRCP
396,Visakhapatnam (Vizag),37,Male,Graduate,Student,Low,Urban,3,5,3,3,5,4,3,3,4,3,4,4,3,TDP,TDP
397,Visakhapatnam (Vizag),79,Female,Graduate,Government Employee,Low,Rural,4,4,4,3,3,5,4,3,4,3,3,4,3,YSRCP,YSRCP
398,Visakhapatnam (Vizag),52,Male,Secondary,Private Job,Low,Urban,4,3,5,4,3,4,3,2,3,4,3,4,4,TDP,JanaSena
399,Visakhapatnam (Vizag),65,Female,Primary,Student,Middle,Coastal,4,3,4,3,4,3,3,2,4,4,4,3,3,TDP,TDP
400,Visakhapatnam (Vizag),79,Female,Graduate,Government Employee,Middle,Urban,4,4,3,3,5,3,3,4,4,4,4,4,3,TDP,TDP
401,Visakhapatnam (Vizag),42,Male,Primary,Self-Employed,Low,Urban,4,4,3,4,4,4,5,4,3,4,3,3,4,BJP,BJP
402,Visakhapatnam (Vizag),52,Female,Secondary,Self-Employed,Low,Rural,4,4,4,3,4,4,4,3,4,4,4,5,4,YSRCP,TDP
403,Visakhapatnam (Vizag),42,Female,Primary,Private Job,Low,Rural,4,4,4,4,5,5,3,3,3,4,3,4,3,YSRCP,YSRCP
404,Visakhapatnam (Vizag),46,Male,Secondary,Private Job,Middle,Rural,3,4,4,4,3,4,3,3,3,3,4,4,3,JanaSena,JanaSena
405,Visakhapatnam (Vizag),35,Male,Secondary,Fisherman,Middle,Urban,4,4,3,3,3,5,3,3,3,4,4,5,5,JanaSena,JanaSena
406,Visakhapatnam (Vizag),63,Male,Secondary,Private Job,Middle,Urban,4,4,5,1,3,5,3,3,4,3,3,4,4,YSRCP,YSRCP
407,Visakhapatnam (Vizag),35,Male,Secondary,Self-Employed,High,Urban,4,5,2,4,4,4,3,3,3,4,4,3,4,TDP,YSRCP
408,Visakhapatnam (Vizag),19,Female,Postgraduate,Private Job,Low,Urban,3,4,4,3,4,5,2,3,3,4,3,4,4,JanaSena,JanaSena
409,Visakhapatnam (Vizag),71,Female,Secondary,Private Job,Middle,Coastal,4,4,4,3,3,4,2,4,3,4,2,3,4,YSRCP,YSRCP
410,Visakhapatnam (Vizag),52,Male,Graduate,Student,Low,Urban,5,4,3,3,5,4,4,4,3,4,4,3,4,TDP,TDP
411,Visakhapatnam (Vizag),33,Male,Primary,Private Job,Low,Urban,4,4,4,2,4,5,3,4,3,4,4,5,3,YSRCP,YSRCP
412,Visakhapatnam (Vizag),78,Female,Secondary,Fisherman,Low,Rural,4,3,4,3,4,4,3,4,4,4,3,3,4,TDP,TDP
413,Visakhapatnam (Vizag),58,Male,Graduate,Private Job,Low,Urban,5,4,4,3,4,4,3,3,3,4,4,3,4,YSRCP,YSRCP
414,Visakhapatnam (Vizag),53,Male,Primary,Private Job,Middle,Rural,3,5,2,4,3,5,3,3,3,4,4,4,5,TDP,TDP
415,Visakhapatnam (Vizag),50,Female,Secondary,Student,Low,Coastal,5,5,4,3,4,4,3,3,3,4,4,5,4,YSRCP,YSRCP
416,Visakhapatnam (Vizag),21,Female,Graduate,Fisherman,Middle,Urban,4,5,4,3,4,5,3,3,3,4,5,4,5,TDP,TDP
417,Visakhapatnam (Vizag),50,Female,Graduate,Private Job,High,Coastal,4,4,3,4,3,4,3,3,3,4,3,5,4,JanaSena,YSRCP
418,Visakhapatnam (Vizag),31,Female,Primary,Private Job,Middle,Rural,3,4,3,4,4,3,5,4,3,4,2,5,3,BJP,BJP
419,Visakhapatnam (Vizag),38,Female,Secondary,Private Job,Low,Urban,3,3,3,4,4,3,4,4,3,3,2,3,3,BJP,BJP
420,Visakhapatnam (Vizag),65,Female,Graduate,Government Employee,Middle,Urban,4,4,3,3,5,4,3,4,4,4,3,4,5,None,TDP
421,Visakhapatnam (Vizag),37,Male,Primary,Private Job,Low,Urban,5,3,5,3,3,4,3,3,3,4,5,3,4,YSRCP,YSRCP
422,Visakhapatnam (Vizag),73,Male,Graduate,Private Job,Middle,Rural,5,5,3,3,4,5,4,3,3,4,3,3,5,YSRCP,YSRCP
423,Visakhapatnam (Vizag),25,Male,Graduate,Self-Employed,Middle,Coastal,3,3,4,3,4,4,2,3,4,4,4,5,3,JanaSena,JanaSena
424,Visakhapatnam (Vizag),24,Male,Postgraduate,Government Employee,Middle,Coastal,4,4,4,3,3,4,3,3,4,4,4,4,3,TDP,TDP
425,Visakhapatnam (Vizag),20,Female,Secondary,Fisherman,Low,Coastal,5,5,4,2,4,5,3,3,4,3,3,5,3,YSRCP,YSRCP
426,Visakhapatnam (Vizag),34,Male,Graduate,Government Employee,Middle,Coastal,3,3,4,5,4,3,5,5,2,3,2,3,4,None,BJP
427,Visakhapatnam (Vizag),50,Male,Secondary,Student,Low,Rural,4,3,4,3,3,4,3,4,3,3,3,4,3,YSRCP,YSRCP
428,Visakhapatnam (Vizag),65,Male,Secondary,Student,Low,Urban,3,4,4,2,3,4,3,2,4,4,4,4,4,YSRCP,YSRCP
429,Visakhapatnam (Vizag),29,Male,Primary,Fisherman,Low,Rural,3,4,4,4,4,4,2,3,3,4,3,5,3,JanaSena,JanaSena
430,Visakhapatnam (Vizag),76,Female,Graduate,Self-Employed,Low,Urban,3,3,4,4,3,5,4,2,3,4,3,3,3,None,JanaSena
431,Visakhapatnam (Vizag),68,Male,Secondary,Private Job,Low,Rural,4,4,3,4,5,3,4,3,3,4,4,4,4,TDP,TDP
432,Visakhapatnam (Vizag),39,Female,Secondary,Fisherman,Middle,Urban,4,4,4,3,3,4,3,3,4,4,4,4,4,JanaSena,JanaSena
433,Visakhapatnam (Vizag),72,Male,Primary,Fisherman,High,Urban,2,4,3,4,5,3,4,5,2,3,3,4,4,JanaSena,BJP
434,Visakhapatnam (Vizag),39,Female,Graduate,Fisherman,Low,Urban,4,4,3,4,4,2,4,4,3,4,3,4,4,None,BJP
435,Visakhapatnam (Vizag),63,Female,Graduate,Self-Employed,Low,Urban,4,4,4,3,4,5,3,3,3,4,3,4,4,JanaSena,YSRCP
436,Visakhapatnam (Vizag),47,Male,Graduate,Fisherman,Low,Rural,4,4,4,3,4,4,3,3,3,5,4,3,3,YSRCP,TDP
437,Visakhapatnam (Vizag),55,Female,Secondary,Fisherman,Low,Urban,4,5,4,5,4,5,3,3,4,5,4,3,4,TDP,TDP
438,Visakhapatnam (Vizag),55,Male,Secondary,Self-Employed,Low,Rural,3,2,4,2,4,4,4,3,3,3,2,4,4,JanaSena,JanaSena
439,Visakhapatnam (Vizag),62,Male,Graduate,Private Job,High,Urban,4,5,4,3,4,4,4,3,4,4,3,4,4,TDP,TDP
440,Visakhapatnam (Vizag),68,Female,Secondary,Fisherman,Low,Rural,5,4,5,2,4,4,2,4,3,4,4,4,4,YSRCP,YSRCP
441,Visakhapatnam (Vizag),71,Male,Secondary,Fisherman,Low,Urban,4,4,4,3,4,5,3,3,4,3,3,4,4,TDP,YSRCP
442,Visakhapatnam (Vizag),25,Male,Graduate,Fisherman,Low,Urban,3,4,3,5,4,4,4,5,3,4,3,3,4,BJP,BJP
443,Visakhapatnam (Vizag),44,Female,Postgraduate,Private Job,Middle,Rural,4,4,4,3,4,5,3,3,4,4,4,4,4,BJP,YSRCP
444,Visakhapatnam (Vizag),44,Male,Graduate,Government Employee,Middle,Urban,4,5,4,4,3,4,3,3,3,3,3,4,4,TDP,TDP
445,Visakhapatnam (Vizag),51,Female,Graduate,Fisherman,High,Urban,4,4,5,2,4,4,4,3,4,4,3,4,3,YSRCP,YSRCP
446,Visakhapatnam (Vizag),38,Male,Postgraduate,Fisherman,Middle,Urban,4,4,4,3,4,3,3,4,4,3,3,4,3,YSRCP,YSRCP
447,Visakhapatnam (Vizag),47,Female,Secondary,Student,Low,Urban,4,4,3,4,3,3,4,4,3,3,4,4,4,BJP,BJP
448,Visakhapatnam (Vizag),50,Female,Graduate,Government Employee,Low,Rural,3,5,2,3,4,4,5,4,4,3,4,4,4,YSRCP,BJP
449,Visakhapatnam (Vizag),45,Female,Postgraduate,Private Job,Middle,Urban,4,3,4,2,4,4,3,4,3,3,3,4,4,TDP,YSRCP
450,Visakhapatnam (Vizag),64,Female,Secondary,Private Job,Low,Rural,5,5,5,2,5,5,2,3,3,4,3,4,4,YSRCP,YSRCP
451,Visakhapatnam (Vizag),50,Male,Graduate,Private Job,Middle,Coastal,3,3,3,4,3,3,4,5,3,4,2,3,3,JanaSena,BJP
452,Visakhapatnam (Vizag),22,Female,Graduate,Private Job,Low,Urban,3,4,4,3,4,4,3,4,3,4,3,3,4,YSRCP,YSRCP
453,Visakhapatnam (Vizag),77,Male,Graduate,Private Job,Low,Coastal,4,4,3,4,4,4,3,4,4,4,3,4,4,TDP,TDP
454,Visakhapatnam (Vizag),78,Male,Graduate,Private Job,Middle,Rural,5,4,3,3,4,4,4,3,3,4,3,4,4,None,JanaSena
455,Visakhapatnam (Vizag),65,Male,Postgraduate,Self-Employed,Middle,Rural,4,3,3,2,3,4,3,4,4,4,3,4,4,TDP,YSRCP
456,Visakhapatnam (Vizag),36,Female,Graduate,Fisherman,Middle,Rural,4,3,4,3,3,4,3,3,3,4,4,4,4,YSRCP,BJP
457,Visakhapatnam (Vizag),21,Male,Primary,Student,Low,Rural,4,4,4,3,3,4,2,2,4,4,3,3,4,YSRCP,YSRCP
458,Visakhapatnam (Vizag),52,Female,Postgraduate,Fisherman,Middle,Rural,5,4,5,3,4,3,4,3,4,4,3,5,4,TDP,TDP
459,Visakhapatnam (Vizag),66,Female,Secondary,Student,Low,Urban,4,4,4,4,3,4,3,3,3,4,4,4,4,TDP,TDP
460,Visakhapatnam (Vizag),34,Female,Secondary,Government Employee,Low,Urban,4,4,4,3,3,4,3,4,3,3,3,4,4,JanaSena,JanaSena
461,Visakhapatnam (Vizag),61,Male,Secondary,Self-Employed,Low,Urban,5,5,3,1,3,4,4,3,3,4,3,4,4,YSRCP,YSRCP
462,Visakhapatnam (Vizag),45,Female,Secondary,Fisherman,Low,Urban,4,5,3,3,3,4,4,4,3,5,4,4,4,None,TDP
463,Visakhapatnam (Vizag),47,Male,Secondary,Government Employee,Low,Urban,3,3,4,3,4,3,3,2,4,3,4,4,4,JanaSena,JanaSena
464,Visakhapatnam (Vizag),46,Male,Postgraduate,Private Job,Low,Urban,4,3,3,4,4,5,2,4,4,5,4,3,4,TDP,TDP
465,Visakhapatnam (Vizag),63,Male,Graduate,Student,Low,Urban,4,3,3,4,3,4,3,2,3,4,4,4,4,YSRCP,TDP
466,Visakhapatnam (Vizag),70,Male,Graduate,Private Job,Low,Rural,4,5,5,2,3,3,4,3,3,3,3,4,3,YSRCP,YSRCP
467,Visakhapatnam (Vizag),23,Female,Primary,Private Job,Low,Coastal,5,4,4,4,3,4,5,5,2,4,3,3,3,TDP,BJP
468,Visakhapatnam (Vizag),52,Female,Postgraduate,Private Job,Low,Coastal,4,4,4,3,3,4,2,3,4,4,3,4,4,TDP,YSRCP
469,Visakhapatnam (Vizag),77,Male,Postgraduate,Private Job,Low,Urban,5,3,3,3,5,4,3,3,4,5,4,5,4,TDP,YSRCP
470,Visakhapatnam (Vizag),58,Male,Graduate,Private Job,Middle,Rural,4,4,3,3,5,4,3,3,4,4,4,4,4,TDP,TDP
471,Visakhapatnam (Vizag),54,Male,Primary,Fisherman,Low,Coastal,4,4,4,3,5,4,3,4,4,4,3,4,3,YSRCP,YSRCP
472,Visakhapatnam (Vizag),41,Male,Primary,Self-Employed,Low,Urban,4,4,4,4,3,4,3,2,3,4,5,4,3,JanaSena,JanaSena
473,Visakhapatnam (Vizag),46,Female,Secondary,Student,Low,Urban,4,4,3,3,4,4,4,4,4,4,3,4,4,JanaSena,JanaSena
474,Visakhapatnam (Vizag),66,Male,Primary,Self-Employed,Middle,Coastal,3,4,4,4,3,3,5,5,3,4,3,3,3,BJP,BJP
475,Visakhapatnam (Vizag),63,Male,Secondary,Private Job,Middle,Rural,4,4,3,4,3,3,4,4,3,3,3,4,4,None,JanaSena
476,Visakhapatnam (Vizag),70,Male,Postgraduate,Self-Employed,Middle,Urban,3,4,3,5,4,3,5,4,3,3,3,4,3,BJP,BJP
477,Visakhapatnam (Vizag),48,Female,Secondary,Self-Employed,Middle,Urban,4,3,4,2,4,4,3,3,4,4,4,4,3,YSRCP,YSRCP
478,Visakhapatnam (Vizag),52,Female,Primary,Government Employee,Middle,Urban,3,4,3,4,4,4,4,4,2,4,4,3,2,BJP,BJP
479,Visakhapatnam (Vizag),77,Female,Secondary,Government Employee,Middle,Coastal,4,4,4,2,4,5,3,3,4,4,3,4,4,YSRCP,TDP
480,Visakhapatnam (Vizag),50,Female,Primary,Private Job,Middle,Rural,4,4,4,3,3,5,3,3,4,4,4,4,4,TDP,YSRCP
481,Visakhapatnam (Vizag),69,Female,Primary,Self-Employed,Low,Urban,4,4,3,5,4,4,4,3,3,4,3,4,3,BJP,BJP
482,Visakhapatnam (Vizag),78,Male,Secondary,Private Job,Low,Urban,4,4,3,3,3,4,3,3,3,3,4,4,3,TDP,TDP
483,Visakhapatnam (Vizag),38,Female,Secondary,Fisherman,Low,Rural,3,3,5,3,3,4,3,3,3,3,3,4,3,YSRCP,JanaSena
484,Visakhapatnam (Vizag),49,Female,Graduate,Private Job,High,Rural,4,3,4,3,4,5,3,3,3,4,3,3,4,JanaSena,YSRCP
485,Visakhapatnam (Vizag),40,Female,Postgraduate,Self-Employed,Middle,Urban,3,5,3,4,4,4,3,4,3,4,5,4,4,TDP,TDP
486,Visakhapatnam (Vizag),50,Female,Secondary,Self-Employed,Middle,Coastal,4,4,5,3,3,4,3,3,4,4,4,3,4,YSRCP,BJP
487,Visakhapatnam (Vizag),20,Female,Secondary,Self-Employed,Low,Urban,4,5,3,3,4,4,4,4,3,4,3,4,4,TDP,TDP
488,Visakhapatnam (Vizag),35,Female,Graduate,Government Employee,Low,Urban,4,4,4,4,4,5,4,4,3,3,4,4,3,TDP,BJP
489,Visakhapatnam (Vizag),42,Female,Secondary,Private Job,Low,Rural,5,5,3,4,4,4,3,4,4,4,3,4,4,TDP,TDP
490,Visakhapatnam (Vizag),59,Female,Secondary,Fisherman,Low,Urban,5,3,4,2,4,4,3,3,3,4,4,4,4,TDP,YSRCP
491,Visakhapatnam (Vizag),48,Female,Postgraduate,Fisherman,Middle,Coastal,5,3,4,2,3,4,3,3,2,4,4,5,4,YSRCP,YSRCP
492,Visakhapatnam (Vizag),71,Female,Primary,Fisherman,Middle,Rural,5,4,5,2,4,5,3,4,3,4,4,3,3,YSRCP,YSRCP
493,Visakhapatnam (Vizag),75,Male,Graduate,Private Job,Low,Coastal,5,4,3,3,4,4,2,4,4,3,4,3,4,TDP,TDP
494,Visakhapatnam (Vizag),20,Female,Graduate,Fisherman,Middle,Urban,3,3,3,3,3,4,2,2,3,4,3,4,4,JanaSena,YSRCP
495,Visakhapatnam (Vizag),57,Male,Secondary,Private Job,Low,Urban,4,4,4,3,4,4,3,3,4,4,4,4,4,YSRCP,YSRCP
496,Visakhapatnam (Vizag),63,Female,Secondary,Self-Employed,High,Urban,3,4,3,3,4,3,5,4,2,4,3,4,3,BJP,BJP
497,Visakhapatnam (Vizag),41,Female,Graduate,Private Job,Low,Rural,4,4,4,4,3,4,3,3,3,4,3,4,3,BJP,JanaSena
498,Visakhapatnam (Vizag),67,Female,Primary,Self-Employed,Low,Rural,4,4,4,3,4,3,4,3,3,4,4,3,4,TDP,TDP
499,Visakhapatnam (Vizag),49,Male,Secondary,Government Employee,Low,Coastal,3,4,4,3,4,4,4,4,3,4,3,3,3,BJP,BJP
500,Visakhapatnam (Vizag),64,Male,Graduate,Private Job,Low,Rural,4,3,3,4,4,4,5,4,2,3,4,4,2,BJP,BJP
501,Visakhapatnam (Vizag),39,Male,Secondary,Private Job,Low,Coastal,5,4,4,3,4,4,4,3,3,4,4,3,4,YSRCP,YSRCP
502,Visakhapatnam (Vizag),40,Female,Primary,Fisherman,Middle,Rural,4,3,4,2,4,4,3,3,4,4,3,4,4,YSRCP,YSRCP
503,Visakhapatnam (Vizag),19,Male,Postgraduate,Private Job,Middle,Urban,4,3,5,2,3,4,3,3,3,4,3,4,5,YSRCP,YSRCP
504,Visakhapatnam (Vizag),44,Male,Secondary,Government Employee,Middle,Urban,3,3,3,4,3,4,3,4,2,3,3,4,3,JanaSena,JanaSena
505,Visakhapatnam (Vizag),59,Male,Graduate,Fisherman,Low,Rural,4,4,3,3,3,4,3,4,4,4,4,4,4,JanaSena,JanaSena
506,Visakhapatnam (Vizag),19,Female,Graduate,Private Job,Middle,Urban,4,4,3,4,4,4,5,5,3,3,3,3,3,YSRCP,BJP
507,Visakhapatnam (Vizag),43,Female,Graduate,Private Job,Low,Urban,3,5,3,3,4,3,3,4,3,4,3,4,4,YSRCP,YSRCP
508,Visakhapatnam (Vizag),34,Male,Secondary,Self-Employed,Low,Rural,4,5,3,4,4,3,4,3,4,5,5,3,4,YSRCP,TDP
509,Visakhapatnam (Vizag),57,Male,Postgraduate,Student,Middle,Coastal,4,4,4,3,4,5,2,3,4,5,4,4,4,YSRCP,JanaSena
510,Visakhapatnam (Vizag),50,Female,Primary,Student,Middle,Urban,5,4,5,3,5,4,3,3,3,4,4,4,4,YSRCP,YSRCP
511,Visakhapatnam (Vizag),26,Female,Graduate,Fisherman,Low,Coastal,4,4,3,4,4,3,4,3,4,5,4,3,4,YSRCP,TDP
512,Visakhapatnam (Vizag),60,Female,Secondary,Student,Low,Coastal,4,4,4,3,3,5,3,3,3,4,3,3,3,YSRCP,TDP
513,Visakhapatnam (Vizag),71,Male,Secondary,Student,High,Urban,4,4,4,4,3,4,3,4,4,4,4,4,4,JanaSena,JanaSena
514,Visakhapatnam (Vizag),65,Female,Secondary,Government Employee,Low,Urban,4,4,4,4,3,3,5,5,3,4,3,3,3,BJP,BJP
515,Visakhapatnam (Vizag),56,Male,Postgraduate,Self-Employed,Low,Urban,5,4,4,3,3,5,3,3,4,4,4,4,5,YSRCP,YSRCP
516,Visakhapatnam (Vizag),46,Female,Postgraduate,Private Job,Middle,Rural,4,5,5,4,3,5,2,4,2,3,4,4,3,JanaSena,YSRCP
517,Visakhapatnam (Vizag),59,Female,Secondary,Self-Employed,Low,Rural,4,4,4,3,4,4,3,4,5,4,3,4,3,YSRCP,YSRCP
518,Visakhapatnam (Vizag),72,Male,Primary,Self-Employed,Low,Coastal,4,4,4,3,3,3,4,4,4,3,3,4,4,BJP,BJP
519,Visakhapatnam (Vizag),43,Male,Graduate,Fisherman,Low,Rural,3,4,4,4,3,3,4,3,3,3,4,4,4,None,BJP
520,Visakhapatnam (Vizag),52,Female,Secondary,Private Job,Middle,Urban,4,4,2,3,4,4,4,3,3,3,3,3,4,TDP,TDP
521,Visakhapatnam (Vizag),67,Female,Primary,Self-Employed,Middle,Urban,4,4,4,3,5,5,3,3,3,4,4,5,4,TDP,TDP
522,Visakhapatnam (Vizag),42,Female,Graduate,Fisherman,Middle,Rural,4,4,5,3,3,3,3,3,4,4,4,4,3,YSRCP,YSRCP
523,Visakhapatnam (Vizag),41,Female,Secondary,Private Job,High,Urban,4,4,5,3,3,4,2,4,4,4,4,4,3,BJP,JanaSena
524,Visakhapatnam (Vizag),30,Female,Postgraduate,Self-Employed,Middle,Urban,4,4,3,3,3,4,3,4,4,4,4,3,4,TDP,TDP
525,Visakhapatnam (Vizag),77,Female,Secondary,Government Employee,Low,Urban,4,4,4,2,4,5,4,3,3,4,3,4,4,TDP,YSRCP
526,Visakhapatnam (Vizag),75,Male,Secondary,Fisherman,Low,Urban,4,5,3,4,4,4,3,3,4,4,3,3,4,None,TDP
527,Visakhapatnam (Vizag),24,Female,Secondary,Government Employee,Middle,Urban,2,3,4,3,4,5,3,3,2,3,3,5,3,JanaSena,JanaSena
528,Visakhapatnam (Vizag),74,Male,Graduate,Private Job,Middle,Urban,3,4,4,4,4,3,3,3,3,4,5,4,4,JanaSena,TDP
529,Visakhapatnam (Vizag),53,Male,Secondary,Private Job,Middle,Urban,4,4,5,3,4,3,3,4,3,4,3,4,4,TDP,YSRCP
530,Visakhapatnam (Vizag),62,Female,Graduate,Fisherman,Middle,Urban,4,3,4,3,4,5,3,3,3,4,4,4,3,JanaSena,YSRCP
531,Visakhapatnam (Vizag),37,Male,Secondary,Government Employee,Low,Rural,2,4,4,4,4,4,3,4,4,4,4,5,4,TDP,TDP
532,Visakhapatnam (Vizag),18,Male,Graduate,Private Job,Low,Coastal,3,4,3,3,3,4,3,4,3,4,5,3,4,TDP,TDP
533,Visakhapatnam (Vizag),25,Male,Secondary,Student,Low,Urban,3,4,3,3,5,3,3,4,3,4,4,3,4,TDP,TDP
534,Visakhapatnam (Vizag),63,Female,Primary,Government Employee,Low,Coastal,4,4,3,3,5,4,3,4,3,4,4,3,4,TDP,TDP
535,Visakhapatnam (Vizag),33,Male,Graduate,Private Job,Low,Urban,4,4,3,3,4,4,4,3,3,5,4,3,3,YSRCP,TDP
536,Visakhapatnam (Vizag),31,Male,Secondary,Government Employee,Middle,Rural,3,4,3,4,3,4,4,4,3,4,2,4,3,BJP,BJP
537,Visakhapatnam (Vizag),29,Male,Primary,Fisherman,Middle,Coastal,5,4,5,3,4,5,3,2,4,4,4,4,5,YSRCP,TDP
538,Visakhapatnam (Vizag),68,Male,Postgraduate,Government Employee,Low,Rural,4,4,4,3,4,3,4,3,4,2,4,3,4,BJP,BJP
539,Visakhapatnam (Vizag),40,Male,Secondary,Fisherman,Middle,Coastal,4,4,4,2,3,4,3,4,3,4,4,4,4,YSRCP,YSRCP
540,Visakhapatnam (Vizag),32,Male,Graduate,Self-Employed,Middle,Urban,4,3,5,3,4,4,3,3,4,4,3,4,4,None,YSRCP
541,Visakhapatnam (Vizag),45,Female,Secondary,Fisherman,Low,Urban,3,4,3,3,4,4,3,3,4,5,4,3,4,TDP,TDP
542,Visakhapatnam (Vizag),51,Male,Graduate,Private Job,Middle,Coastal,4,5,4,3,4,4,3,3,4,3,4,4,3,TDP,TDP
543,Visakhapatnam (Vizag),19,Male,Primary,Government Employee,Middle,Urban,3,4,4,3,3,5,3,3,3,4,3,4,3,YSRCP,JanaSena
544,Visakhapatnam (Vizag),49,Male,Secondary,Private Job,Middle,Urban,3,4,3,4,4,4,5,4,2,4,3,3,4,BJP,BJP
545,Visakhapatnam (Vizag),40,Male,Postgraduate,Fisherman,Middle,Rural,4,4,3,3,4,4,2,4,3,3,3,4,4,JanaSena,JanaSena
546,Visakhapatnam (Vizag),39,Female,Graduate,Government Employee,Middle,Coastal,4,4,4,2,3,4,4,4,5,4,4,4,4,JanaSena,JanaSena
547,Visakhapatnam (Vizag),68,Female,Secondary,Government Employee,Low,Coastal,4,4,4,3,4,4,3,3,3,4,3,4,4,TDP,TDP
548,Visakhapatnam (Vizag),42,Male,Secondary,Student,Low,Urban,4,4,4,4,4,5,3,4,4,3,3,3,3,TDP,TDP
549,Visakhapatnam (Vizag),75,Male,Postgraduate,Private Job,Low,Coastal,2,4,3,4,4,4,3,4,2,4,4,4,3,TDP,TDP
